RICE_YIELD
1268.46
1505.81
1369.98
1695.77
1756.23
1900.97
1581.86
1729.89
1076.95
1241.05
1530.61
1481.83
1161.76
1089.04
1905.45
1231.23
2103.06
1969.4
2129.33
1030.87
1249.64
1442.43
1550.53
1329.15
1407.66
1661.71
1483.67
1987.25
1733.23
2055.8
1431.57
1228.45
1581.33
1619.32
1428.76
1427.57
1889.83
2079.01
2337.61
2171.95
2310.43
1831.92
1040.07
1259.04
1183.18
1118.31
1375.15
1430.41
1517.28
1387.92
1608.68
1013.29
1054.18
1143.27
1176.01
1075.9
1405.53
1632.47
1704.2
1801.22
1193.82
1608.25
1931.0
1273.74
1120.3
1468.76
1203.86
1364.81
1865.48
1678.25
1834.0
1674.17
2752.51
2031.14
2400.0
1741.94
1067.43
1071.27
1111.94
1333.08
1361.11
1407.22
2627.35
1216.62
1137.53
1047.95
2057.93
2935.24
1434.03
1412.25
1010.69
1138.56
1311.0
1699.21
1066.0
1120.08
1070.76
1132.47
1019.96
1134.66
1369.11
1616.47
1789.92
1808.82
2058.23
1485.59
1260.0
1163.81
1188.55
2315.18
2297.55
1935.87
2288.46
1489.54
1885.37
1898.4
1650.66
2312.43
2346.52
1741.61
2576.19
1819.16
2348.98
2272.04
2830.19
1362.5
1483.58
1166.1
1237.86
2484.55
2417.11
1651.04
2220.0
1500.0
1162.79
2045.79
1144.98
1714.29
1882.64
2235.57
2475.0
1566.67
2495.05
3695.84
3639.98
2300.0
3500.0
2101.88
2024.39
1333.33
1146.6
2187.5
2699.13
4335.42
3445.0
4555.0
1139.71
1201.55
1292.24
2000.0
1024.63
1515.69
1250.0
2551.17
3068.38
3202.83
3535.45
1284.1
2501.24
2289.6
1333.33
1047.62
2714.22
2254.79
2241.06
1714.29
1330.0
1300.33
1338.98
1088.3
1666.67
2054.58
1577.03
1851.17
2852.88
1701.41
2496.33
3014.59
2104.12
2128.29
1282.12
1971.75
2537.01
1914.64
2251.58
2459.96
1470.2
2097.37
2371.69
1961.56
1576.41
2040.45
1740.86
1873.71
2015.54
2049.37
2438.59
2967.45
3511.17
3696.84
3690.07
3500.23
3306.99
3491.14
2747.49
2994.24
3966.38
3786.79
3056.52
3587.48
3680.81
3552.77
3393.57
3264.52
3596.77
3051.62
3191.34
3968.63
3859.61
3080.31
2532.08
3659.45
3617.72
3592.23
3069.43
3718.49
3593.24
3235.49
3467.57
3455.86
3155.03
2890.78
3476.82
3480.46
3565.11
2715.51
3790.21
3504.99
3421.25
3891.24
3033.49
3604.45
3532.66
3645.23
3843.64
3765.82
3640.34
3984.22
4054.89
4011.42
4001.19
4449.4
3291.3
3327.88
3539.31
3427.84
3343.21
2961.26
3566.47
3757.06
3696.13
3865.01
3192.9
2607.68
2993.98
2978.65
2964.49
2873.38
2866.22
2467.02
2631.67
2176.73
2825.4
2904.52
2121.65
2674.48
2942.14
1973.87
2877.07
1840.72
2943.6
2627.64
2843.09
3613.86
3058.37
2794.41
2761.74
3002.1
2969.74
3098.34
3006.5
3305.22
3607.87
3389.89
3232.12
3795.24
2785.64
2666.99
2533.55
2866.67
2620.48
2599.31
2360.89
2405.28
2283.97
2614.97
2529.24
3383.64
3214.2
3553.94
3576.33
3208.21
3809.4
3741.97
3815.25
4003.64
3665.92
2680.71
2900.55
2699.06
3033.29
2884.67
2799.45
3561.98
2969.86
3376.22
3652.63
3274.24
2848.76
2501.29
2444.18
2874.93
2910.32
2447.88
2774.63
2304.64
2679.01
2838.76
2600.61
2233.28
3021.15
2834.88
3185.43
3179.32
3360.9
3265.84
2940.57
3279.64
3061.13
3220.24
2916.61
3200.81
2820.86
2995.82
2988.69
2542.23
3209.77
2558.23
3285.58
3141.14
3080.35
3164.19
2653.61
2514.7
3109.83
3057.55
2972.84
3225.98
2490.41
3075.14
2999.69
3130.74
3034.34
3424.59
3206.98
3496.17
3500.42
3162.63
3543.35
3261.84
3547.94
3591.3
3559.1
3250.94
2549.59
2411.47
2372.39
2566.7
2046.97
2817.78
2616.91
2646.93
2744.62
2518.57
2636.52
2561.66
2781.94
2682.75
2452.26
3569.3
1905.46
2269.23
2548.05
2039.2
2542.34
2505.55
2466.67
2325.98
2434.78
2445.09
2708.03
2577.53
2863.85
2687.34
2558.06
2846.44
2800.28
2533.24
2951.69
2831.76
2817.92
2942.05
2782.2
2957.68
2944.16
3038.08
3073.85
3163.43
3184.23
3458.12
3374.91
3408.66
3063.48
3015.1
3206.18
3195.5
3294.27
3418.81
3393.2
3116.32
3492.08
3690.02
3665.24
2274.13
2444.92
2453.75
2473.94
2683.38
2883.67
2473.09
2186.65
3061.58
3043.27
2734.24
2493.6
2372.02
2491.61
2447.55
2399.9
2769.02
2919.68
2667.26
3055.77
3036.1
2606.2
2405.98
2457.09
2641.99
2472.25
2478.69
2620.97
2572.94
2302.45
2730.82
2610.31
2673.12
3426.29
3366.97
3393.28
3349.8
3308.69
3400.08
3416.34
3283.07
3515.91
3634.63
3732.02
3203.87
3286.16
3535.26
3600.64
3163.52
3542.85
3534.73
3552.73
3786.7
3440.07
3645.14
2142.88
1773.42
2219.31
1186.21
1208.94
1643.25
1784.25
2110.0
2283.74
2184.35
1480.02
1448.0
1311.2
1169.01
1984.52
1939.69
1492.62
2110.79
2947.78
2535.71
2687.5
2888.89
3100.0
2875.0
2809.52
2611.11
2533.33
3100.0
2875.0
2875.0
1551.82
2718.5
3063.56
3156.36
3274.95
2946.29
3114.24
3018.7
3216.68
3288.23
3085.93
3177.47
2767.81
2164.26
2458.43
2335.67
2273.69
2046.76
1904.19
1355.49
1980.99
2568.87
2016.62
2394.14
2453.31
2333.96
2347.62
2333.78
2353.61
2425.97
2540.97
2695.5
2653.09
2577.42
2024.66
2008.13
2016.42
1521.18
1934.1
1907.37
2051.49
2020.33
2434.19
2228.87
1657.86
2300.2
2464.47
2566.67
2397.62
2443.74
2636.85
2724.43
2479.44
2878.86
2806.85
2699.01
4133.62
4649.43
4525.69
3758.66
2582.96
3550.84
3285.46
2652.75
3041.85
3061.22
2869.8
3233.66
4573.46
4816.27
3972.94
2792.33
3233.69
3414.37
3280.49
3179.1
3026.02
4451.58
3752.04
4523.77
4887.52
3949.44
3259.89
3485.61
3477.84
4030.32
4133.44
4217.65
4584.04
4127.31
4945.99
5129.68
4681.42
2449.13
3092.68
1933.89
1865.15
2146.21
2392.48
3672.92
2894.67
1931.27
4278.88
3593.32
3005.87
3727.38
3454.82
3727.25
3912.95
3981.63
4412.36
3032.89
5094.65
4849.1
4380.47
1732.86
3595.75
2421.46
1583.66
2794.29
2299.56
4027.91
1854.48
4564.48
4039.75
3092.72
3396.54
4098.65
3681.63
4122.65
4339.0
4559.67
4889.99
3792.97
4625.77
4618.77
4147.08
2169.69
2007.16
1816.05
1840.31
2183.57
3576.28
1139.12
3618.84
2794.49
3676.2
4231.68
3819.2
4241.73
4288.04
4422.77
3634.62
4010.27
5653.83
5117.01
4809.17
3300.7
3200.0
3864.86
3910.26
3490.2
3589.74
4125.0
3965.52
4303.03
5000.0
4437.5
4663.98
4897.21
5078.91
4304.78
2226.52
1835.95
2199.5
2157.89
2097.84
2599.86
2392.55
2475.15
2289.02
2277.99
2378.97
2514.05
2719.58
2526.3
2606.18
2860.83
2799.68
2940.31
2690.19
2808.67
2633.03
2673.72
2614.18
2841.27
3032.91
3145.96
2678.73
1167.0
1012.24
1351.78
1285.16
1189.84
1285.12
1217.7
1452.59
1447.58
1367.72
1314.71
1500.0
1400.0
1190.7
2405.06
1228.57
1144.19
1078.25
1245.22
1233.66
1368.04
1866.02
1657.73
1965.2
1683.49
2073.33
2064.52
2199.2
1519.76
1373.33
1500.0
1790.17
1512.33
2182.32
1596.69
2332.09
2069.52
1875.4
1928.0
1758.62
2025.81
1920.35
1100.0
2275.48
2594.2
3004.62
2510.49
2588.44
2617.14
3118.61
3028.62
2460.85
1600.0
1448.84
1650.0
1373.36
1508.55
1521.13
1146.26
1497.02
1352.18
1211.93
1209.7
1597.51
1307.33
1738.22
1055.63
1982.65
1639.96
1822.56
1549.14
1539.38
1435.15
1528.44
1557.54
1409.52
1060.03
2502.81
1907.9
2105.39
1866.61
2513.26
2011.77
2370.66
2666.66
2574.07
1125.0
1146.44
1087.87
1225.19
1326.8
1040.0
1423.08
1253.86
1400.19
1102.03
1154.43
1159.6
1361.56
1110.93
1417.04
1331.76
1603.17
1612.88
2285.4
2140.59
2394.69
2285.46
2225.83
2425.0
2319.32
2431.37
2471.26
1348.39
1207.1
1357.14
1268.16
1101.27
1579.71
2568.71
1493.78
1973.47
2348.82
1863.53
2391.93
2054.18
2441.87
2474.36
2477.4
2645.17
2621.91
2457.3
2200.24
2435.51
2074.72
2351.79
2300.18
2164.91
2525.58
2271.73
1041.63
1565.96
1323.26
2413.79
1790.12
2174.76
1821.78
2447.76
2216.22
2119.05
1723.26
2678.65
1970.83
2041.18
1997.74
2085.71
2212.32
2448.06
2432.11
2397.99
2181.89
2200.0
1800.0
1875.0
1111.11
2000.0
1565.22
2515.15
2000.0
2000.0
2000.0
2000.0
1461.54
1538.46
2000.0
1777.78
1485.71
2026.32
1868.42
1759.49
2150.0
2200.0
2000.0
1302.37
1297.65
1071.85
2038.0
1049.3
1801.72
1336.84
1704.92
2018.02
2380.14
1959.73
2004.24
2193.18
2291.19
1448.28
1571.43
2000.0
1785.71
1511.63
2025.64
1864.86
1730.77
2172.41
2196.08
2000.0
1500.0
1777.78
1666.67
2000.0
2000.0
1666.67
2000.0
2000.0
1500.0
1420.93
1720.81
2330.58
1849.86
1876.42
1631.86
1977.21
2441.47
2220.84
2228.3
1469.7
1573.77
2034.88
1810.61
1510.56
2018.19
1882.79
1761.85
2133.93
2178.02
2015.79
1308.87
1096.11
3531.96
4416.8
4109.43
3412.92
3228.58
3576.14
3165.71
2746.64
3800.81
3529.17
2898.91
1472.22
1583.33
2025.42
1803.57
1512.5
2558.95
4101.12
1765.43
2145.63
2185.76
2021.47
2394.23
2553.29
2646.06
3088.0
2191.81
2795.5
2297.25
2691.06
2377.76
2787.86
2592.14
1243.03
2336.9
1916.33
1078.26
1431.45
1411.48
1497.74
1518.99
1554.01
1711.0
1172.07
1110.24
1097.17
1226.4
1158.6
1023.02
3105.26
3164.18
3230.37
3298.51
3137.25
3455.88
3721.54
3074.63
2896.04
2594.06
2896.55
2907.25
2997.15
3108.88
3002.84
2887.96
2801.68
2722.69
3140.11
3097.49
2918.99
2832.87
3907.41
3763.64
3890.91
3754.39
3930.43
3889.83
3669.49
3803.42
3854.7
3752.14
4016.95
3484.49
3577.15
3745.63
3844.95
3984.01
3674.31
3608.45
3849.23
3575.36
3736.23
3954.7
3104.36
3110.86
3452.45
3638.14
3685.54
3671.72
3711.32
3730.24
3601.7
3562.59
3718.35
3528.85
3409.52
3652.63
3696.97
3471.7
3725.66
3453.7
3803.74
3475.25
3485.15
4252.43
4506.76
4355.33
4533.32
4459.04
4685.62
4401.6
4255.65
4544.65
4407.74
4353.83
4589.11
4105.12
4074.87
4212.07
4244.45
4026.91
3924.38
3763.58
4145.53
4103.83
3905.46
3985.63
4117.7
4131.72
4236.2
4352.57
4398.92
4091.28
4016.82
4248.3
4346.45
4133.3
4310.95
4424.51
4513.45
4632.98
4648.86
4714.26
4374.6
4343.63
4679.39
4699.34
4711.1
4798.71
3998.96
4085.65
4295.96
4204.16
4268.32
3818.37
3930.11
4054.97
4109.07
3987.45
4053.89
3304.99
3735.3
3742.6
3514.93
3109.13
3291.02
3268.02
3518.88
3560.22
3371.33
3297.18
2768.82
2777.78
3126.55
2603.04
2781.07
2592.59
2718.98
2721.92
2709.09
2789.47
2338.98
2777.36
2757.6
2782.41
2372.59
2771.76
2544.33
2649.75
2863.19
2813.26
2787.21
2536.96
2377.62
2187.5
2848.84
