"MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_TYPE","RCS_SIZE","COUNTRY_CODE","LAUNCH_DATE"
1.99337094,0.7176353,64.8999,153.0628,338.5824,2.6803,26669.186,722.394,39429.8,1152.302,"DEBRIS","MEDIUM","CIS",1980
2.83555749,0.6668679,3.7043,229.9496,293.8185,227.8749,21085.126,507.837,28767.985,645.997,"DEBRIS","MEDIUM","FR",1991
1.69758351,0.7269576,22.199,338.0389,15.1963,358.5685,29683.452,848.265,44883.929,1726.706,"DEBRIS","MEDIUM","PRC",2011
15.1056462,0.0011088,14.9833,57.2058,128.1686,231.9634,6912.614,95.329,542.144,526.814,"PAYLOAD","MEDIUM","SING",2015
15.09468659,0.0011043,14.9808,72.9032,97.3485,48.4723,6915.959,95.398,545.462,530.187,"PAYLOAD","MEDIUM","SING",2015
15.16507441,0.0010937,14.9995,333.3654,289.0965,107.4422,6894.543,94.955,523.948,508.867,"PAYLOAD","MEDIUM","SING",2015
15.13065865,0.0008451,14.9924,26.6509,175.6709,184.3686,6904.994,95.171,532.694,521.023,"PAYLOAD","MEDIUM","SING",2015
14.54937496,0.0001603,47.0045,42.2862,32.4434,327.6548,7087.705,98.973,710.706,708.434,"PAYLOAD","MEDIUM","ORB",2015
14.5492036,9.87e-05,47.002,310.7231,150.7281,209.3659,7087.76,98.974,710.325,708.926,"PAYLOAD","MEDIUM","ORB",2015
14.43473677,0.000143,47.0011,194.9281,171.8412,188.2491,7125.181,99.759,748.065,746.028,"PAYLOAD","MEDIUM","ORB",2015
14.54933935,0.000209,47.0033,41.2557,236.4134,123.6551,7087.716,98.974,711.063,708.1,"PAYLOAD","MEDIUM","ORB",2015
14.5490887,0.0002011,47.0054,39.5622,240.4587,119.6097,7087.798,98.975,711.088,708.237,"PAYLOAD","MEDIUM","ORB",2015
14.54934876,7.84e-05,46.9997,310.2144,120.0261,240.0701,7087.713,98.974,710.134,709.023,"PAYLOAD","MEDIUM","ORB",2015
14.54938497,7.42e-05,47.0018,310.4164,156.3869,203.7049,7087.701,98.973,710.092,709.041,"PAYLOAD","MEDIUM","ORB",2015
14.58763926,9e-06,46.9989,194.2353,101.5451,258.5445,7075.305,98.714,697.234,697.106,"PAYLOAD","MEDIUM","ORB",2015
14.54942012,0.0002404,47.0046,219.6277,350.0889,9.9948,7087.69,98.973,711.259,707.851,"PAYLOAD","MEDIUM","ORB",2015
14.5493278,0.0002872,47.0007,219.0008,8.1699,351.9232,7087.72,98.974,711.621,707.549,"PAYLOAD","MEDIUM","ORB",2015
14.54934916,7.57e-05,47.0025,310.0567,122.2165,237.8793,7087.713,98.973,710.115,709.042,"PAYLOAD","MEDIUM","ORB",2015
1.79269446,0.4151659,11.2206,273.0973,155.2811,232.1783,28624.044,803.26,34129.636,10362.182,"DEBRIS","MEDIUM","CIS",2012
1.77037372,0.4148991,11.4637,279.8574,143.2689,253.9661,28864.134,813.388,34461.703,10510.296,"DEBRIS","MEDIUM","CIS",2012
15.3723165,0.0022111,97.2719,17.4195,72.8858,287.4806,6832.437,93.675,469.409,439.195,"PAYLOAD","MEDIUM","NKOR",2016
15.00666557,0.001362,31.0038,39.4682,43.7289,316.4424,6942.977,95.957,574.298,555.385,"PAYLOAD","MEDIUM","JPN",2016
15.00802249,0.0013653,31.0114,34.8027,53.7911,306.4,6942.558,95.949,573.902,554.944,"PAYLOAD","MEDIUM","JPN",2016
15.02118215,0.0013681,31.0059,19.0909,84.7646,275.4551,6938.503,95.865,569.86,550.875,"PAYLOAD","MEDIUM","JPN",2016
15.30306166,0.0014121,97.393,38.4038,107.8026,342.5293,6853.035,94.099,484.577,465.223,"PAYLOAD","MEDIUM","ARGN",2016
15.32432942,0.0013335,97.407,43.223,100.1439,28.3364,6846.693,93.968,477.688,459.428,"PAYLOAD","MEDIUM","ARGN",2016
4.22522687,0.5701619,65.1629,43.9709,328.7096,7.3387,16162.25,340.81,18999.214,569.016,"DEBRIS","MEDIUM","CIS",2008
2.3322353,0.7227655,6.2275,317.5853,4.0996,359.6712,24018.927,617.433,35000.843,280.74,"ROCKET BODY","MEDIUM","FR",2016
15.40144616,0.0002417,97.1812,19.5863,112.0437,248.1067,6823.819,93.498,447.333,444.035,"PAYLOAD","MEDIUM","US",2016
15.24331871,0.0007686,97.243,354.0074,213.9047,146.17,6870.929,94.468,498.075,487.513,"PAYLOAD","MEDIUM","CA",2016
15.20146575,0.001164,97.2405,346.8076,240.0056,205.378,6883.535,94.728,513.413,497.388,"PAYLOAD","MEDIUM","INDO",2016
15.22897789,0.0011031,97.2465,352.6827,213.0219,147.033,6875.242,94.557,504.691,489.523,"PAYLOAD","MEDIUM","GER",2016
15.2222664,0.0010484,97.2453,350.4298,232.2962,127.7325,6877.263,94.598,506.338,491.918,"PAYLOAD","MEDIUM","CA",2016
4.21387256,0.5804517,64.6773,37.0105,354.2717,1.2584,16191.27,341.728,19211.385,414.885,"DEBRIS","MEDIUM","CIS",2008
4.27967804,0.5534182,64.6741,215.0388,228.3203,69.0753,16024.867,336.474,18515.186,778.279,"DEBRIS","MEDIUM","CIS",1994
4.37778138,0.5622541,64.9297,108.1259,314.4855,11.4178,15784.559,328.934,18281.358,531.491,"DEBRIS","MEDIUM","CIS",2007
4.38269659,0.5588792,65.2819,95.1102,293.41,18.6098,15772.755,328.565,18209.685,579.556,"DEBRIS","MEDIUM","CIS",2007
4.31594755,0.56863,64.6792,58.8741,10.68,357.5273,15934.963,333.646,18617.927,495.73,"DEBRIS","MEDIUM","CIS",2010
15.29638534,0.0013533,97.3759,223.8289,30.6274,9.168,6855.029,94.14,486.171,467.617,"PAYLOAD","MEDIUM","SPN",2016
15.39906926,0.0002045,97.1526,10.4359,89.0516,271.0965,6824.521,93.512,447.782,444.991,"PAYLOAD","MEDIUM","US",2016
15.24900399,0.0001511,97.2989,9.7293,86.0226,274.1184,6869.222,94.432,492.124,490.049,"PAYLOAD","MEDIUM","US",2016
15.40009454,0.0001605,97.1536,10.9702,66.8111,293.3304,6824.218,93.506,447.179,444.988,"PAYLOAD","MEDIUM","US",2016
15.39918674,0.0001968,97.1531,10.787,87.7975,272.3497,6824.487,93.511,447.695,445.009,"PAYLOAD","MEDIUM","US",2016
14.6368093,0.0032206,97.9506,351.6934,169.6951,190.4919,7059.451,98.382,704.051,658.58,"PAYLOAD","MEDIUM","IND",2016
14.67482037,0.0016048,97.9442,350.9698,185.1475,174.9512,7047.255,98.127,680.429,657.81,"PAYLOAD","MEDIUM","ALG",2016
14.66706749,0.0001688,98.0017,9.0437,71.254,288.8849,7049.738,98.179,672.793,670.413,"PAYLOAD","MEDIUM","ALG",2016
14.63853328,0.003,97.9477,352.0222,167.8471,192.3468,7058.896,98.371,701.938,659.585,"PAYLOAD","MEDIUM","US",2016
4.13047201,0.5860376,64.0491,279.7195,352.7705,1.4922,16408.494,348.628,19646.353,414.365,"DEBRIS","MEDIUM","CIS",2006
4.41622221,0.5618215,64.9051,226.7318,313.5885,11.7057,15692.829,326.071,18131.262,498.125,"DEBRIS","MEDIUM","CIS",2006
14.18461544,0.0018569,98.9903,8.5442,58.3991,301.8993,7208.697,101.518,843.948,817.177,"DEBRIS","MEDIUM","US",1994
15.2369982,0.0015752,97.4129,310.562,29.727,30.1157,6872.829,94.507,505.52,483.868,"PAYLOAD","MEDIUM","PRC",2016
15.26224369,0.0022399,97.407,313.4798,39.1184,33.9733,6865.248,94.35,502.491,471.736,"PAYLOAD","MEDIUM","PRC",2016
15.26305296,0.0015102,97.399,314.0085,22.5097,41.7459,6865.006,94.345,497.238,476.503,"PAYLOAD","MEDIUM","PRC",2016
14.62174502,0.0262694,98.733,56.199,59.7706,302.9272,7064.298,98.483,871.738,500.589,"PAYLOAD","MEDIUM","PRC",2016
15.2947958,0.0010941,51.6525,23.88,119.9491,240.2577,6855.504,94.15,484.87,469.868,"PAYLOAD","MEDIUM","US",2016
15.15245264,0.0016054,34.9552,183.9965,208.5436,151.4398,6898.371,95.034,531.311,509.161,"PAYLOAD","MEDIUM","US",2016
15.15756832,0.0014672,34.9484,171.6177,226.9334,133.0149,6896.819,95.002,528.803,508.565,"PAYLOAD","MEDIUM","US",2016
15.1575577,0.0015309,34.9577,176.6161,217.7769,142.1868,6896.822,95.002,529.245,508.129,"PAYLOAD","MEDIUM","US",2016
15.15032641,0.0016522,34.952,186.5696,207.3078,152.6765,6899.016,95.047,532.28,509.483,"PAYLOAD","MEDIUM","US",2016
15.15455826,0.0015861,34.9491,178.2785,219.9951,139.9593,6897.732,95.021,530.538,508.657,"PAYLOAD","MEDIUM","US",2016
15.15750277,0.0014275,34.9569,175.0249,218.2065,141.7636,6896.839,95.002,528.549,508.858,"PAYLOAD","MEDIUM","US",2016
15.15744874,0.0014118,34.9508,174.4318,221.4871,138.4769,6896.855,95.003,528.457,508.983,"PAYLOAD","MEDIUM","US",2016
15.15740692,0.0013582,34.9539,174.8494,219.7977,140.1739,6896.868,95.003,528.1,509.365,"PAYLOAD","MEDIUM","US",2016
14.56597802,0.0023133,98.3329,250.4559,123.5076,236.8335,7082.318,98.861,720.566,687.799,"PAYLOAD","MEDIUM","PRC",2016
14.55636396,0.0025958,98.3354,248.3397,127.6042,232.7517,7085.436,98.926,725.693,688.908,"PAYLOAD","MEDIUM","PRC",2016
14.55300243,0.0027797,98.3283,246.6329,128.4941,231.8764,7086.527,98.949,728.09,688.693,"PAYLOAD","MEDIUM","PRC",2016
15.13371912,0.0011698,97.3327,356.2684,345.7312,100.7389,6904.063,95.152,534.004,517.851,"PAYLOAD","MEDIUM","PRC",2017
15.10474877,0.0012257,97.3259,351.6253,2.4436,85.0942,6912.888,95.334,543.226,526.28,"PAYLOAD","MEDIUM","PRC",2017
15.27077024,0.0007846,97.2936,4.918,337.6833,22.4063,6862.693,94.298,489.942,479.173,"PAYLOAD","MEDIUM","IND",2017
15.27053235,0.0007808,97.2931,4.6169,340.7688,19.3255,6862.764,94.299,489.987,479.27,"PAYLOAD","MEDIUM","IND",2017
15.31595051,0.0006071,97.3123,12.7766,339.9655,20.1348,6849.19,94.02,475.213,466.897,"PAYLOAD","MEDIUM","ISRA",2017
15.58688368,0.0031054,97.1597,303.0021,323.5042,36.4098,6769.589,92.385,412.476,370.432,"PAYLOAD","MEDIUM","PRC",2017
1.87716496,0.7555986,29.4837,201.0081,101.7676,343.5596,27758.77,767.114,42355.122,406.147,"DEBRIS","MEDIUM","PRC",2010
1.82332895,0.7342582,24.828,322.1049,62.0021,352.3868,28302.523,789.764,42705.748,1143.028,"DEBRIS","MEDIUM","PRC",2010
5.5168973,0.5012947,20.1721,166.7107,278.8594,29.7721,13529.194,261.016,13933.172,368.946,"DEBRIS","MEDIUM","PRC",2010
2.28043522,0.721261,20.1552,216.6902,14.8006,358.2784,24381.29,631.458,35588.429,417.881,"DEBRIS","MEDIUM","PRC",2010
2.65927963,0.690369,21.422,357.1868,25.1714,356.6561,22006.915,541.5,30821.672,435.888,"DEBRIS","MEDIUM","PRC",2010
1.89039633,0.7453457,26.3888,55.3864,60.4563,352.9069,27629.091,761.745,41844.18,657.732,"DEBRIS","MEDIUM","PRC",2011
1.79293211,0.7205205,25.3905,302.7105,16.8671,358.2144,28621.515,803.154,42865.768,1620.992,"DEBRIS","MEDIUM","PRC",2011
1.69195785,0.7200509,24.4325,20.0822,274.8933,13.8401,29749.213,851.085,44792.026,1950.13,"DEBRIS","MEDIUM","PRC",2011
2.47392217,0.7069087,20.2077,48.8056,244.4494,29.522,23092.865,582.072,33039.277,390.183,"DEBRIS","MEDIUM","PRC",2012
2.32880511,0.7134071,10.3585,14.2181,193.0186,127.4203,24042.507,618.343,34816.467,512.277,"DEBRIS","MEDIUM","FR",1989
8.69028627,0.034274,95.8503,239.6065,89.6325,274.3789,9993.381,165.702,3957.759,3272.733,"DEBRIS","MEDIUM","US",1961
8.7068662,0.0829601,95.8764,289.3618,296.3931,55.41,9980.691,165.387,4430.555,2774.557,"DEBRIS","MEDIUM","US",1961
15.34961794,0.0007979,51.6378,274.8125,318.1172,41.9199,6839.171,93.813,466.493,455.579,"PAYLOAD","MEDIUM","US",2017
15.10491983,0.000941,43.0163,149.8847,298.0153,199.6474,6912.836,95.333,541.206,528.196,"PAYLOAD","MEDIUM","PRC",2017
15.11108866,0.0008944,43.0147,146.1812,319.7211,176.5692,6910.954,95.294,539,526.638,"PAYLOAD","MEDIUM","ARGN",2017
15.1057874,0.0009776,43.0163,148.934,300.2213,194.2617,6912.571,95.328,541.194,527.678,"PAYLOAD","MEDIUM","PRC",2017
15.23328665,0.0016245,97.2353,346.0109,59.0084,301.2747,6873.946,94.53,506.977,484.644,"PAYLOAD","MEDIUM","IND",2017
15.21900532,0.0016814,97.2315,344.2389,61.3066,298.9873,6878.245,94.619,511.675,488.545,"PAYLOAD","MEDIUM","JPN",2017
15.24190542,0.0013088,97.2401,349.0764,59.7609,300.4923,6871.354,94.476,502.212,484.226,"PAYLOAD","MEDIUM","IT",2017
15.2564075,0.0011795,97.2352,349.9646,62.0706,298.1726,6866.999,94.387,496.964,480.764,"PAYLOAD","MEDIUM","CIS",2017
15.246404,0.0011309,97.2327,348.919,66.066,294.1762,6870.002,94.449,499.637,484.098,"PAYLOAD","MEDIUM","US",2017
14.91496979,0.001608,97.4509,167.1191,52.4615,307.8063,6971.404,96.547,604.479,582.059,"PAYLOAD","MEDIUM","NOR",2017
14.92023093,0.0015551,97.4559,168.6905,52.4301,307.8329,6969.765,96.513,602.469,580.791,"PAYLOAD","MEDIUM","NOR",2017
14.91384139,0.0015445,97.4469,167.003,55.2262,305.0409,6971.756,96.555,604.389,582.853,"PAYLOAD","MEDIUM","GER",2017
14.91381076,0.0015443,97.4494,167.2378,55.5286,304.7399,6971.765,96.555,604.397,582.864,"PAYLOAD","MEDIUM","GER",2017
14.91662076,0.0014714,97.449,167.8227,56.1547,304.1071,6970.89,96.537,603.012,582.498,"TBA","MEDIUM","TBD",2017
14.91462307,0.0014502,97.4467,167.3079,53.7802,306.4755,6971.512,96.55,603.487,583.267,"PAYLOAD","MEDIUM","JPN",2017
14.91600871,0.001445,97.4488,167.7185,56.0355,304.2236,6971.08,96.541,603.019,582.872,"TBA","MEDIUM","TBD",2017
14.91905801,0.0013847,97.4478,168.6726,48.5218,311.7188,6970.13,96.521,601.647,582.344,"TBA","MEDIUM","TBD",2017
14.92799575,0.0009212,97.4516,170.8261,46.4194,313.7789,6967.348,96.463,595.631,582.795,"TBA","MEDIUM","TBD",2017
14.92808672,0.0009239,97.4517,170.8497,48.0947,312.106,6967.32,96.462,595.622,582.748,"TBA","MEDIUM","TBD",2017
14.91513666,0.001256,0.0494,28.8959,280.1982,50.7943,6971.352,96.546,601.973,584.461,"PAYLOAD","MEDIUM","US",2017
15.40704466,0.0105263,24.501,229.4852,300.3112,58.7032,6822.166,93.464,515.843,372.219,"DEBRIS","MEDIUM","US",2017
4.28591711,0.5740171,64.8003,346.3158,15.3399,356.6614,16009.312,335.984,18820.796,441.558,"DEBRIS","MEDIUM","CIS",2010
4.26307714,0.5657603,64.7653,6.7387,11.1626,357.5075,16066.442,337.784,18778.062,598.552,"DEBRIS","MEDIUM","CIS",2010
15.70401047,0.0003664,51.6345,284.3523,121.3039,238.8317,6735.887,91.696,360.22,355.284,"PAYLOAD","MEDIUM","US",1998
14.86918154,0.0080204,97.6922,359.7213,88.5605,272.4806,6985.709,96.845,663.602,551.545,"PAYLOAD","MEDIUM","CIS",2017
15.40825609,0.0010171,97.2727,59.8533,47.2002,313.0098,6821.808,93.456,450.612,436.735,"PAYLOAD","MEDIUM","US",2017
15.40769214,0.0003849,97.2767,60.032,96.3605,263.808,6821.975,93.46,446.466,441.214,"PAYLOAD","MEDIUM","US",2017
15.40719187,6.68e-05,97.2719,59.3306,73.1698,286.9621,6822.123,93.463,444.443,443.532,"PAYLOAD","MEDIUM","US",2017
15.40856635,0.0002365,97.2773,60.2086,79.7721,280.3793,6821.717,93.455,445.195,441.968,"PAYLOAD","MEDIUM","US",2017
15.40925329,0.0002291,97.2778,60.3637,121.4464,238.7007,6821.514,93.45,444.942,441.816,"PAYLOAD","MEDIUM","US",2017
15.40821788,3.25e-05,97.2798,60.4821,168.3584,191.767,6821.82,93.457,443.906,443.463,"PAYLOAD","MEDIUM","US",2017
15.20574855,0.0018433,97.4333,49.476,157.4062,202.7989,6882.243,94.701,516.794,491.421,"DEBRIS","MEDIUM","US",2017
14.26511944,0.0010991,98.8229,263.3858,15.6713,344.4811,7181.551,100.946,811.309,795.522,"PAYLOAD","MEDIUM","PRC",2017
15.10438562,0.0008249,97.5188,35.969,6.09,83.5361,6912.999,95.337,540.566,529.161,"PAYLOAD","MEDIUM","PRC",2017
15.10444181,0.0008469,97.5199,36.1506,15.4758,71.6191,6912.981,95.336,540.701,528.992,"PAYLOAD","MEDIUM","PRC",2017
15.10456079,0.0011231,97.5204,36.4135,13.5028,43.2101,6912.945,95.335,542.574,527.046,"PAYLOAD","MEDIUM","PRC",2017
13.96169494,0.0130852,99.2887,1.3263,141.0709,219.9964,7285.227,103.139,1002.42,811.763,"PAYLOAD","MEDIUM","US",2018
15.25166776,0.0010963,97.3928,15.8817,80.3764,279.8712,6868.422,94.416,497.817,482.757,"PAYLOAD","MEDIUM","FIN",2018
15.23476867,0.0011537,97.3893,14.3443,85.4189,274.8366,6873.5,94.521,503.295,487.435,"PAYLOAD","MEDIUM","UK",2018
15.25939338,0.0010415,97.4029,18.1859,83.1869,277.0554,6866.103,94.368,495.119,480.817,"TBA","MEDIUM","TBD",2018
15.28427198,0.0008126,97.3984,19.6682,92.4903,267.7267,6858.65,94.214,486.089,474.942,"PAYLOAD","MEDIUM","US",2018
15.12902515,0.0015973,97.3863,5.973,211.4021,234.141,6905.491,95.181,538.386,516.326,"PAYLOAD","MEDIUM","PRC",2018
15.12255144,0.0014438,97.3967,5.6562,207.2998,152.7476,6907.461,95.222,539.299,519.353,"PAYLOAD","MEDIUM","CA",2018
15.11908348,0.0012379,97.3877,4.0808,210.299,188.0451,6908.518,95.244,538.935,521.83,"PAYLOAD","MEDIUM","PRC",2018
15.10449254,0.0012225,97.38,2.3033,213.4853,232.0153,6912.966,95.336,543.282,526.38,"PAYLOAD","MEDIUM","PRC",2018
15.10491272,0.0008108,97.38,2.1909,225.1392,219.5097,6912.838,95.333,540.308,529.098,"PAYLOAD","MEDIUM","PRC",2018
15.21736217,0.0030022,82.9211,285.7456,75.5612,284.8954,6878.74,94.629,521.257,479.954,"ROCKET BODY","MEDIUM","US",2018
14.89992057,0.0003026,34.9998,247.067,211.4787,148.5749,6976.097,96.645,600.073,595.851,"PAYLOAD","MEDIUM","PRC",2018
14.97205467,0.001083,97.6676,209.3694,356.5665,3.5481,6953.673,96.179,583.068,568.007,"PAYLOAD","MEDIUM","GER",2018
14.97205417,0.0010791,97.6673,209.593,355.4962,4.6161,6953.673,96.179,583.041,568.034,"PAYLOAD","MEDIUM","GER",2018
14.97204148,0.0010806,97.6676,209.5787,355.8404,4.2726,6953.677,96.179,583.056,568.028,"PAYLOAD","MEDIUM","GER",2018
14.97204828,0.0010786,97.6673,209.9785,354.0766,6.0327,6953.675,96.179,583.04,568.039,"PAYLOAD","MEDIUM","GER",2018
15.26584751,0.00175,97.5059,79.1625,129.355,353.4862,6864.168,94.328,498.045,474.021,"PAYLOAD","MEDIUM","ARGN",2018
15.25993574,0.0019188,97.5032,78.7769,136.7095,340.6653,6865.941,94.365,500.98,474.631,"PAYLOAD","MEDIUM","DEN",2018
15.26850066,0.0016888,97.5064,79.643,130.4334,348.6011,6863.373,94.312,496.829,473.647,"PAYLOAD","MEDIUM","ARGN",2018
6.22029459,0.4755889,26.8747,283.5787,79.0503,329.2595,12489.006,231.5,12050.504,171.238,"PAYLOAD","MEDIUM","US",2018
13.45188575,0.0123653,63.4007,111.8147,4.6028,355.6105,7468.15,107.048,1182.361,997.67,"PAYLOAD","MEDIUM","PRC",2018
8.6878114,0.1287867,86.8984,283.2671,251.34,94.3619,9995.279,165.749,4904.403,2329.885,"DEBRIS","MEDIUM","US",1963
13.7556503,0.0030076,82.9388,322.1027,176.8221,183.3132,7357.796,104.684,1001.791,957.532,"DEBRIS","MEDIUM","CIS",1976
0.99542736,0.0059475,14.0355,342.8711,132.1789,228.3199,42370.357,1446.615,36244.22,35740.225,"ROCKET BODY","MEDIUM","ESA",1988
9.82122269,0.1707385,64.6869,131.7605,192.9907,162.1043,9210.675,146.621,4405.157,1259.923,"DEBRIS","MEDIUM","CIS",1989
12.15132934,0.0256366,63.4258,112.7854,339.3598,19.7152,7991.948,118.506,1818.699,1408.927,"DEBRIS","MEDIUM","CIS",2002
3.57173479,0.6309621,18.9327,100.5099,74.6885,343.402,18077.944,403.165,23106.307,293.312,"DEBRIS","MEDIUM","PRC",2003
2.32302465,0.7105654,2.9767,352.8856,305.4958,7.4106,24082.374,619.881,34816.341,592.137,"DEBRIS","MEDIUM","FR",2008
2.29335821,0.7205342,1.6922,257.6761,132.0949,315.8209,24289.612,627.9,35412.973,409.981,"DEBRIS","MEDIUM","FR",2008
2.21243279,0.69648,34.5163,290.3939,356.1106,3.1544,24878.362,650.867,35827.509,1172.945,"DEBRIS","MEDIUM","CIS",2009
14.19421252,0.0007149,98.7026,322.2731,297.8819,62.1632,7205.448,101.45,832.464,822.162,"DEBRIS","MEDIUM","US",2014
15.19622717,0.0014713,97.2759,7.5545,107.3877,336.5518,6885.117,94.76,517.112,496.852,"PAYLOAD","MEDIUM","PRC",2018
15.19771498,0.0012537,97.2781,7.6638,125.3837,319.9351,6884.668,94.751,515.164,497.901,"PAYLOAD","MEDIUM","PRC",2018
15.19820673,0.0012279,97.29,9.5453,142.9011,301.9377,6884.519,94.748,514.838,497.931,"PAYLOAD","MEDIUM","PRC",2018
15.20147594,0.000693,97.273,7.4718,135.4014,310.1706,6883.532,94.728,510.167,500.627,"PAYLOAD","MEDIUM","PRC",2018
15.19676735,0.0007963,97.2802,8.2571,106.287,338.3118,6884.954,94.757,512.301,501.336,"PAYLOAD","MEDIUM","PRC",2018
15.24424825,0.0019058,88.9827,69.5563,138.0635,222.2076,6870.65,94.462,505.609,479.421,"PAYLOAD","MEDIUM","US",2018
15.24424618,0.0018868,88.9827,69.5596,137.6928,222.5779,6870.651,94.462,505.479,479.552,"PAYLOAD","MEDIUM","US",2018
14.76936074,0.0010474,97.9537,24.978,209.6295,150.4331,7017.149,97.499,646.364,631.664,"PAYLOAD","MEDIUM","PRC",2018
1.00273439,0.0003588,0.5714,103.4555,44.7527,257.2179,42164.268,1436.073,35801.262,35771.005,"PAYLOAD","MEDIUM","PRC",2018
15.95727402,0.0005132,51.6268,263.1597,110.1035,250.0525,6664.425,90.241,289.711,282.87,"PAYLOAD","MEDIUM","UK",1998
4.19517914,0.580831,64.575,82.8369,1.0533,359.7275,16239.332,343.251,19293.505,428.89,"DEBRIS","MEDIUM","CIS",2010
4.25385007,0.5615562,65.1813,151.1228,298.8426,16.4883,16089.667,338.517,18746.784,676.28,"DEBRIS","MEDIUM","CIS",2007
15.32939005,0.0006443,51.6388,210.4169,296.372,63.66,6845.186,93.937,471.461,462.641,"PAYLOAD","MEDIUM","US",2018
15.32182831,0.0006721,51.6403,214.035,294.345,65.6829,6847.438,93.984,473.905,464.701,"PAYLOAD","MEDIUM","US",2018
14.5686861,0.0009392,98.0947,10.8087,13.3681,346.7777,7081.44,98.842,709.956,696.654,"PAYLOAD","MEDIUM","PRC",2018
15.18548972,0.0012271,97.4435,329.361,53.4854,11.2644,6888.362,94.827,518.68,501.774,"TBA","MEDIUM","PRC",2018
15.1836827,0.0013334,97.4347,327.9021,54.1228,17.2061,6888.909,94.839,519.959,501.588,"TBA","MEDIUM","PRC",2018
15.18513455,0.0014914,97.4352,328.7257,54.3257,103.519,6888.47,94.83,520.608,500.061,"TBA","MEDIUM","PRC",2018
15.18794598,0.0012036,97.4323,327.621,53.0915,9.6026,6887.619,94.812,517.774,501.195,"TBA","MEDIUM","PRC",2018
15.18697767,0.0012014,97.4382,328.5238,53.119,13.9866,6887.912,94.818,518.052,501.502,"TBA","MEDIUM","PRC",2018
14.90569257,0.0014852,97.9374,68.1269,309.154,50.8357,6974.296,96.607,606.52,585.803,"PAYLOAD","MEDIUM","JPN",2018
14.91817654,0.0009104,97.9415,71.3506,327.0476,33.0167,6970.405,96.527,598.616,585.924,"PAYLOAD","MEDIUM","RP",2018
15.21783336,0.001212,85.0335,107.7258,269.7398,90.2455,6878.598,94.626,508.8,492.127,"PAYLOAD","MEDIUM","US",2018
15.23170912,0.001362,85.0289,106.2861,244.3181,115.6655,6874.42,94.54,505.648,486.922,"PAYLOAD","MEDIUM","US",2018
15.24296302,0.0015742,97.4052,312.4302,80.6364,49.7366,6871.036,94.47,503.718,482.085,"PAYLOAD","MEDIUM","PRC",2018
15.25302912,0.0014984,97.4042,312.8716,76.3396,53.935,6868.013,94.407,500.169,479.587,"PAYLOAD","MEDIUM","PRC",2018
15.2516036,0.0015872,97.4033,312.8941,80.3201,342.1026,6868.441,94.416,501.208,479.404,"PAYLOAD","MEDIUM","PRC",2018
15.24590311,0.001451,97.4055,312.5897,79.2261,49.5656,6870.153,94.452,501.987,482.049,"PAYLOAD","MEDIUM","PRC",2018
15.34407548,0.0014511,97.3821,23.2869,139.5884,220.6439,6840.818,93.847,472.61,452.756,"PAYLOAD","MEDIUM","US",2018
15.31395191,0.0016758,97.3786,21.6787,143.0684,217.1714,6849.786,94.032,483.13,460.172,"PAYLOAD","MEDIUM","US",2018
15.3227611,0.0017087,97.3809,22.7789,145.8292,214.4053,6847.16,93.978,480.725,457.325,"PAYLOAD","MEDIUM","CA",2018
15.29047907,0.0019563,97.3794,21.7962,149.0536,211.1861,6856.794,94.176,492.073,465.245,"PAYLOAD","MEDIUM","US",2018
15.33547243,0.0020335,97.3789,24.676,143.403,216.8606,6843.376,93.9,479.157,451.325,"PAYLOAD","MEDIUM","US",2018
15.29640844,0.0017667,97.3764,21.5393,147.722,212.5105,6855.022,94.14,488.998,464.776,"PAYLOAD","MEDIUM","FIN",2018
15.31919516,0.0016888,97.3805,22.7707,145.9135,214.3195,6848.223,94,481.653,458.522,"PAYLOAD","MEDIUM","NETH",2018
14.9627016,0.0014195,97.654,12.7615,316.9433,43.0677,6956.57,96.239,588.31,568.56,"PAYLOAD","MEDIUM","US",2018
14.96407056,0.0013259,97.6545,13.7686,318.8725,41.1496,6956.146,96.231,587.234,568.788,"PAYLOAD","MEDIUM","US",2018
14.97163643,0.0014712,97.6552,14.1658,316.415,43.5909,6953.802,96.182,585.898,565.437,"PAYLOAD","MEDIUM","US",2018
14.96432621,0.0013928,97.6498,13.3474,323.5742,36.4531,6956.067,96.229,587.62,568.243,"PAYLOAD","MEDIUM","US",2018
14.95867378,0.001272,97.6613,13.319,312.1456,47.8684,6957.819,96.265,588.534,570.833,"TBA","MEDIUM","TBD",2018
14.95867608,0.001141,97.658,12.443,317.9966,42.038,6957.818,96.265,587.622,571.744,"PAYLOAD","MEDIUM","NETH",2018
14.93714287,0.0007084,97.6621,11.5982,320.2945,39.7756,6964.503,96.404,591.302,581.435,"PAYLOAD","MEDIUM","KAZ",2018
14.96824653,0.0012045,97.6544,12.837,305.1694,54.8398,6954.852,96.204,585.094,568.34,"PAYLOAD","MEDIUM","US",2018
14.95776147,0.0014126,97.6537,12.7719,318.1376,41.8764,6958.102,96.271,589.796,570.138,"TBA","MEDIUM","TBD",2018
